src,dst,src_name,dst_name,start_I,finish_I,duration_intervals,pred,path_nodes
0,1,VANGUARD 2,VANGUARD 3,24.0,58.0,35.0,47.0,0->47->1
0,2,VANGUARD 2,EXPLORER 7,20.0,32.0,13.0,38.0,0->30->38->2
0,3,VANGUARD 2,TIROS 1,20.0,53.0,34.0,30.0,0->30->3
0,4,VANGUARD 2,TRANSIT 2A,,,,,
0,5,VANGUARD 2,SOLRAD 1 (GREB),20.0,40.0,21.0,38.0,0->30->38->5
0,6,VANGUARD 2,COURIER 1B,18.0,38.0,21.0,8.0,0->8->6
0,7,VANGUARD 2,EXPLORER 11,,,,,
0,8,VANGUARD 2,TRANSIT 4A,17.0,18.0,2.0,0.0,0->8
0,9,VANGUARD 2,SOLRAD 3/INJUN 1,17.0,31.0,15.0,8.0,0->8->9
0,10,VANGUARD 2,TIROS 3,17.0,58.0,42.0,8.0,0->8->10
0,11,VANGUARD 2,TRANSIT 4B,,,,,
0,12,VANGUARD 2,TRAAC,17.0,45.0,29.0,8.0,0->8->12
0,13,VANGUARD 2,TIROS 4,18.0,39.0,22.0,8.0,0->8->13
0,14,VANGUARD 2,TIROS 5,18.0,30.0,13.0,8.0,0->8->14
0,15,VANGUARD 2,FTV 3502,18.0,39.0,22.0,8.0,0->8->15
0,16,VANGUARD 2,TIROS 6,20.0,37.0,18.0,30.0,0->30->16
0,17,VANGUARD 2,ALOUETTE 1 (S-27),20.0,44.0,25.0,23.0,0->23->17
0,18,VANGUARD 2,ANNA 1B,24.0,39.0,16.0,47.0,0->47->18
0,19,VANGUARD 2,EXPLORER 16,20.0,51.0,32.0,30.0,0->30->19
0,20,VANGUARD 2,TRANSIT 5B-1,18.0,43.0,26.0,8.0,0->8->20
0,21,VANGUARD 2,RADIATION SAT (5E 1),20.0,35.0,16.0,22.0,0->30->38->22->21
0,22,VANGUARD 2,TRANSIT 5B-2,20.0,28.0,9.0,38.0,0->30->38->22
0,23,VANGUARD 2,TRANSIT 5E 3,48.0,49.0,2.0,0.0,0->23
0,24,VANGUARD 2,TIROS 8,20.0,61.0,42.0,28.0,0->30->28->24
0,25,VANGUARD 2,GGSE 1 (GGRS),49.0,56.0,8.0,38.0,0->30->38->25
0,26,VANGUARD 2,SECOR 1B,24.0,46.0,23.0,47.0,0->47->26
0,27,VANGUARD 2,SOLRAD 7A,,,,,
0,28,VANGUARD 2,GREB,20.0,40.0,21.0,30.0,0->30->28
0,29,VANGUARD 2,OPS 3367 A,20.0,53.0,34.0,30.0,0->30->29
0,30,VANGUARD 2,OPS 3367 B,20.0,21.0,2.0,0.0,0->30
0,31,VANGUARD 2,OPS 4412 (TRANSIT 9),20.0,50.0,31.0,48.0,0->30->38->48->31
0,32,VANGUARD 2,OPS 4467 A,20.0,48.0,29.0,14.0,0->8->14->32
0,33,VANGUARD 2,OPS 4467 B,20.0,32.0,13.0,38.0,0->30->38->33
0,34,VANGUARD 2,EXPLORER 20,18.0,26.0,9.0,8.0,0->8->34
0,35,VANGUARD 2,COSMOS 44,20.0,55.0,36.0,48.0,0->30->38->48->35
0,36,VANGUARD 2,OPS 5798 (TRANSIT 5B-4),49.0,62.0,14.0,38.0,0->30->38->36
0,37,VANGUARD 2,EXPLORER 22,,,,,
0,38,VANGUARD 2,CALSPHERE 1,20.0,23.0,4.0,30.0,0->30->38
0,39,VANGUARD 2,CALSPHERE 2,18.0,19.0,2.0,0.0,0->39
0,40,VANGUARD 2,EXPLORER 25 (INJUN-4),54.0,58.0,5.0,47.0,0->47->40
0,41,VANGUARD 2,OPS 6582 (TRANSIT 5E-5),20.0,44.0,25.0,38.0,0->30->38->41
0,42,VANGUARD 2,OPS 6582 (TRANSIT 5B-5),,,,,
0,43,VANGUARD 2,TIROS 9,20.0,37.0,18.0,38.0,0->30->38->43
0,44,VANGUARD 2,SECOR 3,18.0,36.0,19.0,14.0,0->8->14->44
0,45,VANGUARD 2,GGSE 2,18.0,43.0,26.0,8.0,0->8->45
0,46,VANGUARD 2,OPS 4988 (GREB 6),20.0,61.0,42.0,48.0,0->30->38->48->46
0,47,VANGUARD 2,PORCUPINE 1,23.0,24.0,2.0,0.0,0->47
0,48,VANGUARD 2,SOLRAD 7B,20.0,26.0,7.0,38.0,0->30->38->48
0,49,VANGUARD 2,GGSE 3,20.0,31.0,12.0,38.0,0->30->38->49
1,0,VANGUARD 3,VANGUARD 2,,,,,
1,2,VANGUARD 3,EXPLORER 7,,,,,
1,3,VANGUARD 3,TIROS 1,,,,,
1,4,VANGUARD 3,TRANSIT 2A,,,,,
1,5,VANGUARD 3,SOLRAD 1 (GREB),,,,,
1,6,VANGUARD 3,COURIER 1B,,,,,
1,7,VANGUARD 3,EXPLORER 11,,,,,
1,8,VANGUARD 3,TRANSIT 4A,,,,,
1,9,VANGUARD 3,SOLRAD 3/INJUN 1,,,,,
1,10,VANGUARD 3,TIROS 3,,,,,
1,11,VANGUARD 3,TRANSIT 4B,,,,,
1,12,VANGUARD 3,TRAAC,,,,,
1,13,VANGUARD 3,TIROS 4,,,,,
1,14,VANGUARD 3,TIROS 5,,,,,
1,15,VANGUARD 3,FTV 3502,,,,,
1,16,VANGUARD 3,TIROS 6,,,,,
1,17,VANGUARD 3,ALOUETTE 1 (S-27),,,,,
1,18,VANGUARD 3,ANNA 1B,,,,,
1,19,VANGUARD 3,EXPLORER 16,,,,,
1,20,VANGUARD 3,TRANSIT 5B-1,,,,,
1,21,VANGUARD 3,RADIATION SAT (5E 1),,,,,
1,22,VANGUARD 3,TRANSIT 5B-2,,,,,
1,23,VANGUARD 3,TRANSIT 5E 3,,,,,
1,24,VANGUARD 3,TIROS 8,,,,,
1,25,VANGUARD 3,GGSE 1 (GGRS),,,,,
1,26,VANGUARD 3,SECOR 1B,57.0,58.0,2.0,1.0,1->26
1,27,VANGUARD 3,SOLRAD 7A,,,,,
1,28,VANGUARD 3,GREB,,,,,
1,29,VANGUARD 3,OPS 3367 A,,,,,
1,30,VANGUARD 3,OPS 3367 B,,,,,
1,31,VANGUARD 3,OPS 4412 (TRANSIT 9),,,,,
1,32,VANGUARD 3,OPS 4467 A,,,,,
1,33,VANGUARD 3,OPS 4467 B,,,,,
1,34,VANGUARD 3,EXPLORER 20,,,,,
1,35,VANGUARD 3,COSMOS 44,,,,,
1,36,VANGUARD 3,OPS 5798 (TRANSIT 5B-4),,,,,
1,37,VANGUARD 3,EXPLORER 22,,,,,
1,38,VANGUARD 3,CALSPHERE 1,,,,,
1,39,VANGUARD 3,CALSPHERE 2,,,,,
1,40,VANGUARD 3,EXPLORER 25 (INJUN-4),,,,,
1,41,VANGUARD 3,OPS 6582 (TRANSIT 5E-5),,,,,
1,42,VANGUARD 3,OPS 6582 (TRANSIT 5B-5),,,,,
1,43,VANGUARD 3,TIROS 9,,,,,
1,44,VANGUARD 3,SECOR 3,,,,,
1,45,VANGUARD 3,GGSE 2,,,,,
1,46,VANGUARD 3,OPS 4988 (GREB 6),,,,,
1,47,VANGUARD 3,PORCUPINE 1,,,,,
1,48,VANGUARD 3,SOLRAD 7B,,,,,
1,49,VANGUARD 3,GGSE 3,,,,,
2,0,EXPLORER 7,VANGUARD 2,0.0,47.0,48.0,4.0,2->25->4->0
2,1,EXPLORER 7,VANGUARD 3,0.0,58.0,59.0,4.0,2->25->4->1
2,3,EXPLORER 7,TIROS 1,37.0,53.0,17.0,43.0,2->43->3
2,4,EXPLORER 7,TRANSIT 2A,0.0,14.0,15.0,25.0,2->25->4
2,5,EXPLORER 7,SOLRAD 1 (GREB),39.0,40.0,2.0,2.0,2->5
2,6,EXPLORER 7,COURIER 1B,37.0,55.0,19.0,43.0,2->43->6
2,7,EXPLORER 7,EXPLORER 11,0.0,54.0,55.0,4.0,2->25->4->7
2,8,EXPLORER 7,TRANSIT 4A,32.0,57.0,26.0,34.0,2->48->34->8
2,9,EXPLORER 7,SOLRAD 3/INJUN 1,36.0,61.0,26.0,43.0,2->43->9
2,10,EXPLORER 7,TIROS 3,,,,,
2,11,EXPLORER 7,TRANSIT 4B,,,,,
2,12,EXPLORER 7,TRAAC,,,,,
2,13,EXPLORER 7,TIROS 4,37.0,55.0,19.0,3.0,2->43->3->13
2,14,EXPLORER 7,TIROS 5,0.0,30.0,31.0,4.0,2->25->4->14
2,15,EXPLORER 7,FTV 3502,41.0,46.0,6.0,5.0,2->5->15
2,16,EXPLORER 7,TIROS 6,0.0,36.0,37.0,4.0,2->25->4->16
2,17,EXPLORER 7,ALOUETTE 1 (S-27),41.0,53.0,13.0,5.0,2->5->17
2,18,EXPLORER 7,ANNA 1B,,,,,
2,19,EXPLORER 7,EXPLORER 16,43.0,57.0,15.0,15.0,2->5->15->19
2,20,EXPLORER 7,TRANSIT 5B-1,43.0,49.0,7.0,41.0,2->41->20
2,21,EXPLORER 7,RADIATION SAT (5E 1),11.0,12.0,2.0,2.0,2->21
2,22,EXPLORER 7,TRANSIT 5B-2,11.0,35.0,25.0,21.0,2->21->22
2,23,EXPLORER 7,TRANSIT 5E 3,36.0,62.0,27.0,43.0,2->43->23
2,24,EXPLORER 7,TIROS 8,36.0,61.0,26.0,43.0,2->43->24
2,25,EXPLORER 7,GGSE 1 (GGRS),0.0,1.0,2.0,2.0,2->25
2,26,EXPLORER 7,SECOR 1B,0.0,54.0,55.0,4.0,2->25->4->26
2,27,EXPLORER 7,SOLRAD 7A,,,,,
2,28,EXPLORER 7,GREB,36.0,41.0,6.0,33.0,2->43->33->28
2,29,EXPLORER 7,OPS 3367 A,36.0,53.0,18.0,43.0,2->43->29
2,30,EXPLORER 7,OPS 3367 B,32.0,57.0,26.0,48.0,2->48->30
2,31,EXPLORER 7,OPS 4412 (TRANSIT 9),37.0,50.0,14.0,20.0,2->41->20->31
2,32,EXPLORER 7,OPS 4467 A,0.0,48.0,49.0,4.0,2->25->4->32
2,33,EXPLORER 7,OPS 4467 B,36.0,39.0,4.0,43.0,2->43->33
2,34,EXPLORER 7,EXPLORER 20,32.0,49.0,18.0,48.0,2->48->34
2,35,EXPLORER 7,COSMOS 44,37.0,55.0,19.0,43.0,2->43->35
2,36,EXPLORER 7,OPS 5798 (TRANSIT 5B-4),25.0,26.0,2.0,2.0,2->36
2,37,EXPLORER 7,EXPLORER 22,,,,,
2,38,EXPLORER 7,CALSPHERE 1,32.0,56.0,25.0,34.0,2->48->34->38
2,39,EXPLORER 7,CALSPHERE 2,32.0,57.0,26.0,48.0,2->48->39
2,40,EXPLORER 7,EXPLORER 25 (INJUN-4),0.0,58.0,59.0,4.0,2->25->4->40
2,41,EXPLORER 7,OPS 6582 (TRANSIT 5E-5),43.0,44.0,2.0,2.0,2->41
2,42,EXPLORER 7,OPS 6582 (TRANSIT 5B-5),,,,,
2,43,EXPLORER 7,TIROS 9,36.0,37.0,2.0,2.0,2->43
2,44,EXPLORER 7,SECOR 3,0.0,36.0,37.0,4.0,2->25->4->44
2,45,EXPLORER 7,GGSE 2,41.0,51.0,11.0,36.0,2->36->45
2,46,EXPLORER 7,OPS 4988 (GREB 6),11.0,30.0,20.0,28.0,2->43->33->28->46
2,47,EXPLORER 7,PORCUPINE 1,0.0,54.0,55.0,4.0,2->25->4->47
2,48,EXPLORER 7,SOLRAD 7B,31.0,32.0,2.0,2.0,2->48
2,49,EXPLORER 7,GGSE 3,0.0,31.0,32.0,4.0,2->25->4->49
3,0,TIROS 1,VANGUARD 2,37.0,49.0,13.0,17.0,3->17->0
3,1,TIROS 1,VANGUARD 3,39.0,58.0,20.0,11.0,3->11->1
3,2,TIROS 1,EXPLORER 7,25.0,44.0,20.0,13.0,3->13->2
3,4,TIROS 1,TRANSIT 2A,20.0,45.0,26.0,6.0,3->6->4
3,5,TIROS 1,SOLRAD 1 (GREB),3.0,21.0,19.0,17.0,3->17->5
3,6,TIROS 1,COURIER 1B,20.0,21.0,2.0,3.0,3->6
3,7,TIROS 1,EXPLORER 11,20.0,54.0,35.0,6.0,3->6->7
3,8,TIROS 1,TRANSIT 4A,3.0,12.0,10.0,45.0,3->45->8
3,9,TIROS 1,SOLRAD 3/INJUN 1,3.0,31.0,29.0,8.0,3->45->8->9
3,10,TIROS 1,TIROS 3,3.0,58.0,56.0,8.0,3->45->8->10
3,11,TIROS 1,TRANSIT 4B,37.0,38.0,2.0,3.0,3->11
3,12,TIROS 1,TRAAC,3.0,45.0,43.0,8.0,3->45->8->12
3,13,TIROS 1,TIROS 4,24.0,25.0,2.0,3.0,3->13
3,14,TIROS 1,TIROS 5,39.0,48.0,10.0,11.0,3->11->14
3,15,TIROS 1,FTV 3502,25.0,39.0,15.0,13.0,3->13->15
3,16,TIROS 1,TIROS 6,3.0,36.0,34.0,14.0,3->11->14->16
3,17,TIROS 1,ALOUETTE 1 (S-27),35.0,36.0,2.0,3.0,3->17
3,18,TIROS 1,ANNA 1B,3.0,39.0,37.0,8.0,3->45->8->18
3,19,TIROS 1,EXPLORER 16,25.0,57.0,33.0,15.0,3->13->15->19
3,20,TIROS 1,TRANSIT 5B-1,25.0,49.0,25.0,15.0,3->13->15->20
3,21,TIROS 1,RADIATION SAT (5E 1),3.0,35.0,33.0,8.0,3->45->8->21
3,22,TIROS 1,TRANSIT 5B-2,37.0,48.0,12.0,17.0,3->17->22
3,23,TIROS 1,TRANSIT 5E 3,37.0,44.0,8.0,17.0,3->17->23
3,24,TIROS 1,TIROS 8,3.0,61.0,59.0,8.0,3->45->8->24
3,25,TIROS 1,GGSE 1 (GGRS),32.0,56.0,25.0,8.0,3->45->8->25
3,26,TIROS 1,SECOR 1B,39.0,54.0,16.0,11.0,3->11->26
3,27,TIROS 1,SOLRAD 7A,,,,,
3,28,TIROS 1,GREB,3.0,40.0,38.0,8.0,3->45->8->28
3,29,TIROS 1,OPS 3367 A,20.0,38.0,19.0,6.0,3->6->29
3,30,TIROS 1,OPS 3367 B,37.0,51.0,15.0,17.0,3->17->30
3,31,TIROS 1,OPS 4412 (TRANSIT 9),3.0,50.0,48.0,8.0,3->45->8->31
3,32,TIROS 1,OPS 4467 A,39.0,45.0,7.0,11.0,3->11->32
3,33,TIROS 1,OPS 4467 B,37.0,62.0,26.0,17.0,3->17->33
3,34,TIROS 1,EXPLORER 20,37.0,57.0,21.0,17.0,3->17->34
3,35,TIROS 1,COSMOS 44,20.0,23.0,4.0,6.0,3->6->35
3,36,TIROS 1,OPS 5798 (TRANSIT 5B-4),32.0,51.0,20.0,45.0,3->45->36
3,37,TIROS 1,EXPLORER 22,,,,,
3,38,TIROS 1,CALSPHERE 1,32.0,45.0,14.0,45.0,3->45->38
3,39,TIROS 1,CALSPHERE 2,3.0,17.0,15.0,8.0,3->45->8->39
3,40,TIROS 1,EXPLORER 25 (INJUN-4),37.0,58.0,22.0,17.0,3->17->40
3,41,TIROS 1,OPS 6582 (TRANSIT 5E-5),58.0,59.0,2.0,3.0,3->41
3,42,TIROS 1,OPS 6582 (TRANSIT 5B-5),,,,,
3,43,TIROS 1,TIROS 9,52.0,53.0,2.0,3.0,3->43
3,44,TIROS 1,SECOR 3,3.0,36.0,34.0,14.0,3->11->14->44
3,45,TIROS 1,GGSE 2,1.0,2.0,2.0,3.0,3->45
3,46,TIROS 1,OPS 4988 (GREB 6),3.0,61.0,59.0,8.0,3->45->8->46
3,47,TIROS 1,PORCUPINE 1,37.0,54.0,18.0,17.0,3->17->47
3,48,TIROS 1,SOLRAD 7B,37.0,57.0,21.0,17.0,3->17->48
3,49,TIROS 1,GGSE 3,3.0,31.0,29.0,8.0,3->45->8->49
4,0,TRANSIT 2A,VANGUARD 2,17.0,47.0,31.0,8.0,4->25->8->0
4,1,TRANSIT 2A,VANGUARD 3,17.0,58.0,42.0,8.0,4->25->8->1
4,2,TRANSIT 2A,EXPLORER 7,16.0,32.0,17.0,25.0,4->25->2
4,3,TRANSIT 2A,TIROS 1,17.0,53.0,37.0,8.0,4->25->8->3
4,5,TRANSIT 2A,SOLRAD 1 (GREB),16.0,40.0,25.0,25.0,4->25->5
4,6,TRANSIT 2A,COURIER 1B,17.0,38.0,22.0,8.0,4->25->8->6
4,7,TRANSIT 2A,EXPLORER 11,14.0,23.0,10.0,29.0,4->29->7
4,8,TRANSIT 2A,TRANSIT 4A,17.0,26.0,10.0,25.0,4->25->8
4,9,TRANSIT 2A,SOLRAD 3/INJUN 1,14.0,30.0,17.0,29.0,4->29->9
4,10,TRANSIT 2A,TIROS 3,14.0,58.0,45.0,12.0,4->29->12->10
4,11,TRANSIT 2A,TRANSIT 4B,14.0,44.0,31.0,29.0,4->29->11
4,12,TRANSIT 2A,TRAAC,14.0,45.0,32.0,29.0,4->29->12
4,13,TRANSIT 2A,TIROS 4,17.0,39.0,23.0,14.0,4->25->14->13
4,14,TRANSIT 2A,TIROS 5,17.0,30.0,14.0,25.0,4->25->14
4,15,TRANSIT 2A,FTV 3502,17.0,39.0,23.0,25.0,4->25->15
4,16,TRANSIT 2A,TIROS 6,17.0,36.0,20.0,25.0,4->25->16
4,17,TRANSIT 2A,ALOUETTE 1 (S-27),17.0,44.0,28.0,23.0,4->29->23->17
4,18,TRANSIT 2A,ANNA 1B,,,,,
4,19,TRANSIT 2A,EXPLORER 16,17.0,51.0,35.0,25.0,4->25->19
4,20,TRANSIT 2A,TRANSIT 5B-1,17.0,43.0,27.0,25.0,4->25->20
4,21,TRANSIT 2A,RADIATION SAT (5E 1),16.0,35.0,20.0,22.0,4->25->22->21
4,22,TRANSIT 2A,TRANSIT 5B-2,16.0,28.0,13.0,25.0,4->25->22
4,23,TRANSIT 2A,TRANSIT 5E 3,14.0,31.0,18.0,29.0,4->29->23
4,24,TRANSIT 2A,TIROS 8,14.0,27.0,14.0,7.0,4->29->7->24
4,25,TRANSIT 2A,GGSE 1 (GGRS),13.0,14.0,2.0,4.0,4->25
4,26,TRANSIT 2A,SECOR 1B,17.0,54.0,38.0,25.0,4->25->26
4,27,TRANSIT 2A,SOLRAD 7A,14.0,33.0,20.0,7.0,4->29->7->27
4,28,TRANSIT 2A,GREB,16.0,40.0,25.0,25.0,4->25->28
4,29,TRANSIT 2A,OPS 3367 A,14.0,15.0,2.0,4.0,4->29
4,30,TRANSIT 2A,OPS 3367 B,16.0,26.0,11.0,25.0,4->25->30
4,31,TRANSIT 2A,OPS 4412 (TRANSIT 9),17.0,50.0,34.0,25.0,4->25->31
4,32,TRANSIT 2A,OPS 4467 A,14.0,44.0,31.0,29.0,4->29->32
4,33,TRANSIT 2A,OPS 4467 B,14.0,23.0,10.0,29.0,4->29->33
4,34,TRANSIT 2A,EXPLORER 20,15.0,18.0,4.0,25.0,4->25->34
4,35,TRANSIT 2A,COSMOS 44,14.0,38.0,25.0,29.0,4->29->35
4,36,TRANSIT 2A,OPS 5798 (TRANSIT 5B-4),47.0,62.0,16.0,25.0,4->25->36
4,37,TRANSIT 2A,EXPLORER 22,,,,,
4,38,TRANSIT 2A,CALSPHERE 1,47.0,56.0,10.0,25.0,4->25->38
4,39,TRANSIT 2A,CALSPHERE 2,46.0,57.0,12.0,25.0,4->25->39
4,40,TRANSIT 2A,EXPLORER 25 (INJUN-4),17.0,58.0,42.0,25.0,4->25->40
4,41,TRANSIT 2A,OPS 6582 (TRANSIT 5E-5),16.0,44.0,29.0,25.0,4->25->41
