src,dst,src_name,dst_name,start_I,finish_I,duration_intervals,pred,path_nodes
0,1,VANGUARD 2,VANGUARD 3,20.0,51.0,32.0,9.0,0->23->9->1
0,2,VANGUARD 2,EXPLORER 7,20.0,32.0,13.0,22.0,0->30->25->22->2
0,3,VANGUARD 2,TIROS 1,20.0,45.0,26.0,9.0,0->23->9->3
0,4,VANGUARD 2,TRANSIT 2A,20.0,44.0,25.0,25.0,0->30->25->4
0,5,VANGUARD 2,SOLRAD 1 (GREB),20.0,34.0,15.0,8.0,0->8->5
0,6,VANGUARD 2,COURIER 1B,20.0,38.0,19.0,8.0,0->8->6
0,7,VANGUARD 2,EXPLORER 11,24.0,54.0,31.0,18.0,0->47->18->7
0,8,VANGUARD 2,TRANSIT 4A,16.0,17.0,2.0,0.0,0->8
0,9,VANGUARD 2,SOLRAD 3/INJUN 1,20.0,31.0,12.0,23.0,0->23->9
0,10,VANGUARD 2,TIROS 3,20.0,36.0,17.0,30.0,0->30->10
0,11,VANGUARD 2,TRANSIT 4B,,,,,
0,12,VANGUARD 2,TRAAC,20.0,44.0,25.0,9.0,0->23->9->12
0,13,VANGUARD 2,TIROS 4,20.0,39.0,20.0,8.0,0->8->13
0,14,VANGUARD 2,TIROS 5,20.0,29.0,10.0,8.0,0->8->14
0,15,VANGUARD 2,FTV 3502,20.0,39.0,20.0,8.0,0->8->15
0,16,VANGUARD 2,TIROS 6,20.0,36.0,17.0,14.0,0->8->14->16
0,17,VANGUARD 2,ALOUETTE 1 (S-27),20.0,44.0,25.0,8.0,0->8->17
0,18,VANGUARD 2,ANNA 1B,24.0,38.0,15.0,47.0,0->47->18
0,19,VANGUARD 2,EXPLORER 16,20.0,45.0,26.0,9.0,0->23->9->19
0,20,VANGUARD 2,TRANSIT 5B-1,20.0,38.0,19.0,9.0,0->23->9->20
0,21,VANGUARD 2,RADIATION SAT (5E 1),20.0,35.0,16.0,22.0,0->30->25->22->21
0,22,VANGUARD 2,TRANSIT 5B-2,20.0,27.0,8.0,25.0,0->30->25->22
